rank,lemma,PoS,DISPERSION,TOT FREQ,SPOKEN,FICTION,POP MAG,NEWSPAPER,ACADEMIC,MAG:News/Opin,MAG:Financial,MAG:Sci/Tech,MAG:Soc/Arts,MAG:Religion,MAG:Sports,MAG:Entertain,MAG:Home/Health,MAG:Afric-Amer,MAG:Children,MAG:Women/Men,NEWS:Misc,NEWS:News_Intl,NEWS:News_Natl,NEWS:News_Local,NEWS:Money,NEWS:Life,NEWS:Sports,NEWS:Editorial,ACAD:History,ACAD:Education,ACAD:Geog/SocSci,ACAD:Law/PolSci,ACAD:Humanities,ACAD:Phil/Rel,ACAD:Sci/Tech,ACAD:Medicine,ACAD:Misc,SPOK:ABC,SPOK:NBC,SPOK:CBS,SPOK:CNN,SPOK:FOX,SPOK:MSNBC,SPOK:PBS,SPOK:NPR,SPOK:Indep,FIC:Gen (Book),FIC:Gen (Jrnl),FIC:SciFi/Fant,FIC:Juvenile,FIC:Movies
32181,pidgin,n,0.86,122,5,40,14,21,42,4,0,4,1,0,2,0,2,0,0,1,6,5,0,0,0,3,3,4,4,9,11,0,14,0,3,0,1,0,0,0,0,0,0,0,5,0,3,15,21,0,1
32191,disequilibrium,n,0.79,133,2,5,13,3,110,6,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,14,14,28,3,15,3,8,22,3,0,0,1,0,0,0,0,1,0,0,5,0,0,0
32201,tax-paying,j,0.88,119,25,6,23,49,16,14,2,1,1,0,1,0,3,0,0,1,15,0,1,5,3,5,3,17,4,4,3,4,0,0,0,0,1,7,0,4,6,3,1,1,3,0,2,1,2,0,1
32211,taxidermist,n,0.83,126,4,31,41,41,8,7,1,2,1,0,22,0,7,0,0,1,26,0,3,4,0,3,5,0,0,0,0,0,4,0,3,0,1,0,0,1,1,0,0,2,0,0,8,17,2,0,4
32221,immunologist,n,0.83,125,12,2,81,13,17,19,1,39,1,0,3,0,11,0,2,5,3,2,2,0,3,3,0,0,3,0,1,0,2,0,6,1,4,2,1,3,1,0,0,0,5,0,0,2,0,0,0
32231,discrepant,j,0.76,137,0,1,3,0,133,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,40,2,11,10,7,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32241,frontcourt,n,0.80,130,0,0,47,82,1,0,0,0,0,0,47,0,0,0,0,0,2,0,0,1,0,1,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32251,gravelly,r,0.87,119,4,53,34,22,5,5,1,5,3,0,11,3,4,1,0,1,13,1,0,0,0,5,2,1,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,2,0,15,27,6,1,4
32261,laser-guided,j,0.82,127,26,15,30,45,11,15,1,6,1,1,2,1,2,0,0,1,13,24,4,0,1,2,0,1,4,0,0,0,0,0,7,0,0,3,0,3,13,1,0,0,6,0,5,6,2,0,2
32271,component,j,0.83,125,5,1,24,8,87,3,2,10,0,0,7,0,2,0,0,0,2,0,0,0,4,2,0,0,2,11,18,5,6,11,26,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1
32281,judicially,r,0.80,129,12,1,19,11,86,13,0,1,1,3,0,0,1,0,0,0,2,0,5,1,0,0,0,3,6,2,7,61,0,9,1,0,0,2,1,2,1,2,0,2,1,1,0,0,0,0,1
32291,disembody,v,0.87,119,3,58,19,3,35,7,0,2,4,1,2,0,1,0,0,2,1,0,1,0,0,0,0,1,3,1,6,2,11,8,0,0,4,0,0,0,1,0,0,0,2,0,14,29,11,1,3
32301,wheelie,n,0.80,130,9,40,65,12,2,1,0,1,0,0,51,1,1,2,2,6,1,0,0,3,1,7,0,0,0,0,0,0,0,0,0,2,0,0,6,2,1,0,0,0,0,0,8,9,8,1,14
32311,boilermaker,n,0.84,123,7,18,25,65,8,7,5,0,0,0,10,2,1,0,0,0,7,0,0,2,0,3,53,0,2,0,1,0,3,0,1,0,1,5,0,0,0,0,0,0,2,0,0,4,13,0,1
32321,shrewdness,n,0.88,117,13,41,23,17,23,9,3,0,4,2,1,2,0,1,0,1,6,0,0,1,0,5,3,2,7,0,0,3,4,5,0,0,4,1,0,2,2,0,0,3,5,0,16,19,5,1,0
32331,unctuous,j,0.88,117,5,52,30,25,5,16,0,3,1,0,3,5,2,0,0,0,8,1,1,0,0,15,0,0,0,0,0,0,3,0,1,0,1,0,0,1,1,1,0,0,2,0,17,21,9,0,5
32341,crit,n,0.76,135,6,20,48,23,38,6,1,0,4,0,36,0,1,0,0,0,3,0,0,1,0,19,0,0,0,0,1,1,14,1,0,20,1,1,0,4,0,0,0,0,0,1,3,15,2,0,0
32351,four-person,j,0.87,118,2,6,46,52,12,6,7,6,3,1,16,1,4,0,0,2,22,0,4,4,8,6,8,0,1,0,3,1,0,0,5,1,1,0,1,1,0,0,0,0,0,0,1,2,3,0,0
32361,cornered,j,0.87,118,11,65,21,12,7,5,5,2,2,0,2,3,1,0,0,1,4,3,1,2,0,1,0,1,4,0,1,1,1,0,0,0,0,3,0,2,2,1,0,2,1,0,17,16,19,2,11
32371,smarmy,j,0.88,117,25,42,24,21,4,6,0,2,0,0,3,10,2,0,0,1,9,0,0,0,2,5,2,3,0,1,0,1,1,0,0,0,1,5,9,1,4,3,0,0,3,0,10,12,6,2,12
32381,unpolished,j,0.89,115,5,33,24,38,13,5,2,1,4,0,2,4,1,2,0,3,13,6,0,1,1,7,10,0,3,0,2,4,3,1,0,0,0,1,0,2,0,0,0,0,2,0,15,8,4,4,2
32391,outrigger,n,0.86,119,3,27,56,24,8,3,2,12,4,0,25,0,8,0,1,1,9,1,1,0,0,9,4,0,0,0,6,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,15,9,0,2
32401,enquire,v,0.82,125,2,65,9,6,43,3,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,2,0,9,3,7,13,4,3,2,0,0,1,0,0,0,0,0,1,28,23,6,0,8
32411,antsy,j,0.89,115,7,42,31,33,2,3,0,2,0,0,8,4,1,1,1,11,12,0,1,1,2,5,11,1,0,0,0,1,0,0,0,0,1,1,0,0,4,2,0,0,0,0,17,8,8,2,7
32421,domineering,j,0.89,115,17,12,28,33,24,8,1,6,3,0,0,3,0,2,2,3,12,0,1,1,1,17,1,0,7,3,2,2,6,1,1,0,2,6,1,3,2,0,0,0,4,1,7,5,0,0,0
32431,paperless,j,0.85,120,7,9,47,21,35,10,13,8,5,0,5,0,2,0,0,4,4,0,8,2,4,2,0,1,0,3,1,9,2,0,19,1,0,0,0,0,3,0,0,0,4,0,1,6,2,0,0
32441,broadened,j,0.84,121,2,10,15,8,86,7,2,4,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,16,18,13,10,8,8,11,0,2,0,0,2,0,0,0,0,0,0,0,6,4,0,0
32451,voyage,v,0.89,115,4,27,38,10,35,8,1,10,3,0,8,1,6,0,0,1,5,0,1,0,0,3,0,1,1,1,7,1,14,3,4,0,4,0,0,0,2,0,0,0,2,0,11,9,7,0,0
32461,Timorese,n,0.69,148,24,0,13,100,11,4,0,0,0,8,0,0,0,0,0,1,45,48,0,0,0,0,0,7,1,0,5,4,0,0,0,0,1,1,0,1,12,0,0,5,5,0,0,0,0,0,0
32471,baking,j,0.80,127,1,7,94,25,0,1,0,0,0,0,1,0,77,2,3,10,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0
32481,mishandling,n,0.89,114,33,1,17,40,22,8,2,0,3,0,1,0,3,0,0,0,20,3,6,1,3,1,1,5,8,0,1,3,1,3,3,3,0,6,1,2,15,3,1,2,3,0,0,1,0,0,0
32491,uncurl,v,0.83,123,3,96,15,3,4,3,0,2,0,1,2,0,3,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,0,0,25,43,16,2,10
32501,brain-damaged,j,0.87,116,25,23,28,29,11,13,0,6,0,1,0,4,1,0,1,2,17,1,2,2,1,2,0,4,0,2,1,1,4,2,0,0,1,12,0,1,6,1,0,0,5,0,4,7,12,0,0
32511,globule,n,0.84,120,4,30,52,9,24,4,0,35,6,0,3,0,4,0,0,0,4,1,0,1,0,2,1,0,0,1,2,0,4,0,7,10,0,1,0,0,0,0,0,1,1,1,3,9,9,0,9
32521,emasculated,j,0.90,113,12,22,32,14,33,8,0,6,1,2,5,2,3,2,0,3,3,0,0,1,1,4,1,4,6,1,6,8,7,0,3,0,2,1,0,1,7,1,0,0,2,0,4,10,5,1,2
32531,spyglass,n,0.80,126,2,68,22,27,7,6,3,8,1,3,0,0,0,0,1,0,5,1,0,0,10,7,4,0,1,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,11,29,21,6,1
32541,ingenuous,j,0.86,117,5,44,26,19,23,7,1,4,6,2,2,2,0,0,0,2,7,0,1,0,0,9,1,1,0,0,2,3,12,0,1,0,5,0,1,2,0,0,0,0,2,0,11,24,7,0,2
32551,blood-sugar,j,0.78,130,1,4,102,21,2,2,3,8,0,0,3,2,60,10,1,13,11,0,0,1,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0
32561,salvific,j,0.70,143,0,3,20,1,119,1,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,20,94,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
32571,pilaster,n,0.82,123,1,22,30,9,60,4,0,0,2,0,0,0,24,0,0,0,2,0,0,1,0,6,0,0,1,0,2,0,47,0,9,0,1,0,0,0,0,0,0,0,1,0,8,10,4,0,0
32581,state-of-the-art,n,0.91,111,22,10,29,21,29,6,0,10,2,0,5,0,2,1,1,2,5,0,1,0,3,7,3,2,1,2,5,2,0,0,18,1,0,7,3,2,3,1,1,0,3,2,1,2,4,0,3
32591,reappoint,v,0.83,121,33,2,11,60,15,8,1,0,1,1,0,0,0,0,0,0,26,1,5,19,4,1,1,3,4,2,2,3,0,1,1,0,2,5,2,2,14,3,0,2,4,1,2,0,0,0,0
32601,assistantship,n,0.77,130,0,26,5,11,88,2,0,1,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,3,4,14,52,1,7,2,3,0,5,0,0,0,0,0,0,0,0,0,4,16,6,0,0
32611,runaround,n,0.89,113,27,25,22,33,5,7,1,1,0,0,1,0,5,3,1,3,12,0,2,4,1,11,2,1,1,0,0,0,0,1,2,1,0,1,4,4,11,1,0,0,1,5,8,8,8,0,1
32621,preproduction,n,0.86,116,8,7,57,25,19,1,7,24,2,0,2,20,0,1,0,0,3,0,1,2,8,11,0,0,2,0,1,0,1,0,15,0,0,1,1,2,1,1,0,0,2,0,5,1,1,0,0
32631,smokescreen,n,0.88,114,43,9,13,26,22,7,0,0,0,1,5,0,0,0,0,0,4,1,4,2,0,5,3,7,5,2,1,3,4,5,0,0,2,8,0,3,16,5,0,6,3,2,1,2,3,0,3
32641,interwoven,j,0.88,114,2,21,31,19,41,3,1,3,6,2,4,0,10,0,0,2,7,1,2,1,2,4,1,1,6,3,7,4,12,2,5,0,2,0,0,1,0,0,0,0,1,0,5,9,5,0,2
32651,sun-like,j,0.78,128,1,3,96,6,22,3,0,83,9,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
32661,shirttail,n,0.85,117,3,71,17,17,3,3,0,1,0,0,6,1,4,0,0,2,4,0,0,1,0,9,2,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,22,41,2,2,4
32671,unprepossessing,j,0.87,114,0,38,30,28,15,16,0,0,5,0,1,1,5,0,0,2,9,0,3,2,2,9,1,2,1,0,1,2,4,0,1,0,6,0,0,0,0,0,0,0,0,0,12,12,13,0,1
32681,outplacement,n,0.82,121,14,1,42,61,3,13,16,0,5,0,0,0,1,7,0,0,23,0,2,0,29,7,0,0,0,0,0,2,0,0,0,1,0,3,0,3,3,0,0,0,5,0,0,0,1,0,0
32691,levitation,n,0.80,124,12,25,24,24,39,4,0,8,6,0,3,1,0,0,0,2,7,1,1,1,0,12,1,1,0,0,3,0,3,3,29,0,1,3,0,3,2,0,0,0,4,0,6,8,10,0,1
32701,private-school,j,0.84,118,3,10,59,39,7,35,3,0,2,0,2,5,4,1,1,6,14,0,3,6,0,9,6,1,0,3,0,0,2,0,0,0,2,1,0,1,1,0,0,0,0,0,4,5,1,0,0
32711,lovesick,j,0.83,120,8,64,22,19,5,6,0,1,1,0,1,8,1,1,0,3,6,0,2,3,0,7,0,1,0,0,0,0,3,1,0,0,1,1,1,1,0,0,0,0,4,1,15,18,9,3,19
32721,left-right,j,0.79,125,15,13,47,17,33,9,0,32,1,2,2,0,0,0,0,1,3,1,1,0,0,1,7,4,11,0,4,3,4,2,4,3,2,1,3,0,1,2,1,2,4,1,0,7,2,0,4
32731,bright-red,j,0.85,116,2,39,53,18,3,5,2,5,1,0,8,4,22,0,0,6,8,0,1,2,0,5,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,25,5,4,1
32741,oaken,j,0.81,122,1,98,11,11,1,4,0,0,2,0,2,0,2,0,1,0,1,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,29,38,11,2
32751,Bayesian,j,0.67,148,0,3,25,1,119,5,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,20,90,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
32761,red-carpet,j,0.80,123,14,4,65,38,2,3,2,1,0,0,2,18,3,4,0,32,15,6,1,0,1,14,1,0,1,0,0,1,0,0,0,0,0,1,0,5,4,0,0,0,3,1,0,1,3,0,0
32771,guzzler,n,0.87,114,21,12,48,30,3,11,1,6,1,1,8,5,11,1,0,3,8,0,3,1,5,2,2,9,1,0,0,2,0,0,0,0,0,1,1,5,9,1,0,1,3,0,3,6,0,1,2
32781,shingled,j,0.86,115,0,64,30,14,4,3,0,1,3,0,2,0,19,0,0,2,5,0,3,0,0,5,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,27,8,1,1
32791,dark-blue,j,0.83,119,0,63,33,17,1,7,0,5,4,0,2,1,7,1,0,6,8,1,2,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,5,1,0
32801,velour,n,0.86,115,3,56,34,21,1,5,2,2,2,0,2,3,8,3,1,6,11,2,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,14,34,6,1,1
32811,peer-to-peer,j,0.78,126,14,1,64,41,6,5,10,39,5,0,1,1,3,0,0,0,9,0,1,1,28,2,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,2,0,0,11,1,0,1,0,0,0
32821,bluesy,j,0.88,111,12,11,42,41,5,4,0,0,3,0,3,26,3,2,0,1,14,0,0,4,0,22,0,1,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,10,0,3,6,1,0,1
32831,grayness,n,0.82,119,1,81,19,9,8,8,0,1,1,0,0,1,3,1,1,3,1,1,1,1,0,2,0,3,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,24,34,21,1,1
32841,snobbish,j,0.90,109,14,26,27,25,17,15,1,0,3,2,1,0,2,0,0,3,6,1,1,0,0,16,0,1,1,0,4,1,4,2,1,0,4,2,0,3,0,0,0,0,9,0,15,11,0,0,0
32851,seaward,r,0.84,116,0,41,33,10,30,2,0,15,7,0,5,0,2,0,1,1,6,0,0,0,0,2,0,2,0,0,11,6,1,0,12,0,0,0,0,0,0,0,0,0,0,0,9,15,12,5,0
32861,dangerousness,n,0.65,150,17,3,30,9,91,13,0,0,0,0,0,0,0,0,0,17,2,0,3,0,0,3,0,1,0,4,28,46,1,9,1,2,0,8,0,1,3,2,0,0,3,0,2,1,0,0,0
32871,beneficence,n,0.80,122,1,14,20,3,83,6,1,7,0,5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,34,8,4,6,4,21,3,1,0,0,0,0,0,0,0,0,5,5,3,1,0
32881,rebury,v,0.83,117,11,13,18,22,48,2,1,5,9,0,1,0,0,0,0,0,8,1,5,2,0,4,1,1,14,0,25,1,5,0,3,0,0,2,0,1,1,1,0,1,3,2,6,6,1,0,0
32891,moraine,n,0.82,119,1,41,57,3,16,1,7,5,3,0,34,0,5,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,11,0,2,1,0,0,0,0,0,0,0,0,5,16,20,0,0
32901,junky,j,0.85,115,22,44,24,18,1,1,5,1,2,0,3,2,5,2,0,3,5,0,1,2,2,7,1,0,0,0,0,0,0,0,0,0,1,3,2,3,6,2,0,0,6,0,12,21,5,1,5
32911,ameliorating,j,0.82,119,5,2,13,6,92,5,2,0,4,0,0,0,2,0,0,0,4,0,0,0,0,1,0,1,17,15,33,9,4,4,4,6,0,2,0,0,1,0,0,0,2,0,0,0,2,0,0
32921,manic-depressive,j,0.85,114,15,19,48,18,14,9,5,9,1,0,1,5,10,2,0,6,8,0,3,0,0,4,3,0,0,0,0,0,4,7,1,0,2,2,1,3,3,0,0,0,4,2,2,13,1,1,2
32931,high-crime,j,0.87,112,17,3,24,59,9,11,3,0,6,0,1,0,1,1,0,1,32,0,5,6,2,9,2,3,0,0,5,2,0,0,0,2,0,3,0,2,6,2,0,0,4,0,1,0,0,0,2
32941,wind-driven,j,0.87,111,8,26,42,14,21,2,0,11,3,0,19,0,3,0,4,0,11,0,1,0,1,1,0,0,0,0,10,1,1,0,8,0,1,0,0,2,3,0,0,0,0,3,5,7,11,0,3
32951,closet,v,0.88,110,27,32,15,23,10,8,0,2,1,1,0,3,0,0,0,0,7,0,1,3,2,8,0,2,0,1,4,1,1,0,2,0,1,1,2,5,6,2,0,3,6,2,11,13,7,1,0
32961,late-nineteenth-century,j,0.79,123,0,5,16,0,102,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,24,0,48,2,2,0,7,0,0,0,0,0,0,0,0,0,2,3,0,0,0
32971,bemusement,n,0.88,110,9,45,22,21,12,8,1,3,2,2,2,3,1,0,0,0,11,0,1,1,0,5,1,2,2,0,2,4,2,0,0,0,2,2,0,1,3,0,0,0,3,0,5,16,19,1,4
32981,histrionics,n,0.88,110,5,31,33,28,13,7,1,2,4,2,6,4,0,2,3,2,9,0,3,0,3,2,10,1,0,0,5,3,5,0,0,0,0,0,1,1,2,0,0,0,1,0,12,12,7,0,0
32991,archrival,j,0.86,112,6,3,41,58,4,7,17,4,1,0,4,3,1,1,0,3,6,3,8,6,8,4,23,0,3,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1,1,1,0
33001,adjuvant,j,0.73,132,10,0,16,1,105,3,0,5,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,104,0,1,2,0,1,0,0,0,6,0,0,0,0,0,0
33011,red-handed,r,0.88,109,29,33,18,21,8,5,1,1,1,0,4,3,2,0,1,0,10,3,1,1,0,1,2,3,2,0,0,1,0,2,0,0,3,7,3,4,2,2,0,0,5,6,9,13,4,3,4
33021,cannibalistic,j,0.68,141,4,10,22,11,94,6,0,6,2,0,4,1,2,0,0,1,3,0,1,0,1,3,2,1,12,0,11,1,8,13,47,0,2,0,0,0,0,0,0,1,2,1,4,2,3,0,1
33031,aesthete,n,0.85,113,1,17,36,15,43,9,2,2,4,1,2,5,8,0,0,3,5,0,2,1,0,7,0,0,5,0,12,1,15,1,0,0,9,0,0,0,0,0,0,0,1,0,5,8,3,0,1
33041,chiasmus,n,0.43,222,0,4,0,1,217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
33051,evolutionarily,r,0.81,119,4,6,44,1,64,11,0,27,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,2,9,47,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0
33061,T-bone,n,0.85,113,9,46,33,20,4,1,2,0,1,0,5,7,11,2,0,4,9,0,0,1,2,6,2,0,1,0,1,0,0,0,0,1,1,0,0,4,1,0,0,0,3,1,3,22,2,7,12
33071,cladding,n,0.81,118,0,11,43,26,37,3,1,17,0,0,1,0,21,0,0,0,8,5,8,1,0,4,0,0,0,0,5,1,4,0,27,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0
33081,pushing,n,0.89,107,23,33,21,16,12,4,0,0,0,0,4,1,8,1,0,3,4,1,2,1,1,5,0,2,1,2,2,0,0,0,2,5,0,1,1,4,8,2,1,2,3,1,3,18,4,0,8
33091,whereabouts,r,0.84,113,21,25,36,22,8,3,0,0,0,0,0,0,29,1,0,3,9,1,5,3,0,0,4,0,2,0,0,2,2,0,0,0,2,3,0,7,7,1,0,0,2,1,11,9,3,0,2
33101,scrum,n,0.87,109,9,17,37,41,5,11,5,2,1,0,10,0,2,0,0,6,12,2,2,4,1,6,14,0,1,0,1,0,0,0,1,1,1,1,0,1,3,0,1,0,3,0,4,4,4,0,5
33111,souk,n,0.84,113,7,30,39,19,18,14,12,0,1,0,2,1,7,0,0,2,7,1,2,0,0,7,0,2,6,0,4,2,2,0,3,0,1,0,3,4,0,0,0,0,0,0,9,9,10,0,2
33121,tollbooth,n,0.84,114,18,39,32,19,4,3,2,9,4,0,2,2,6,1,0,3,8,0,1,0,0,3,1,6,0,0,0,1,0,0,1,0,2,1,1,3,3,1,0,1,8,0,5,24,9,1,0
33131,hundredfold,r,0.87,109,5,32,46,9,15,16,4,11,2,2,2,3,3,0,0,3,5,0,1,0,2,0,0,1,3,1,0,1,0,1,9,0,0,2,0,0,1,0,0,0,2,0,10,6,13,2,1
33141,uselessness,n,0.87,109,5,44,14,7,38,3,1,2,2,1,1,1,2,0,1,0,2,0,0,1,1,0,1,2,4,1,6,2,13,3,4,0,5,0,0,0,1,0,0,2,2,0,8,27,9,0,0
33151,triumphalism,n,0.86,110,16,2,33,15,44,17,0,0,1,15,0,0,0,0,0,0,3,3,5,1,0,1,0,2,16,0,4,3,3,16,0,0,2,1,0,0,8,1,0,3,3,0,1,1,0,0,0
